surface_id,spot,risk_free_rate,dividend_yield,generation_seed,noise_level,split,log_moneyness,strike,maturity_days,maturity_years,option_type,generated_price,normalized_price,mask,data_status,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast
surface_000000,103.44665675480431,0.05429174233790154,0.010626439552759208,20260814,0.0,train,-0.3,76.63516819256654,7,0.019178082191780823,call,26.870160735841637,0.25974895254015756,True,GENUINE_CANONICAL_DOUBLE_HESTON_SYNTHETIC_DATA,0.433775672576873,0.10860232185315537,0.11218169232639,-0.1947408796632784,0.1412038616788649,4.793862715053521,0.02975095253756619,0.15745238543744527,-0.40713644033607854,0.01075441355700616
surface_000000,103.44665675480431,0.05429174233790154,0.010626439552759208,20260814,0.0,train,-0.2,84.69495918826043,7,0.019178082191780823,call,18.81890160132501,0.1819188960928021,True,GENUINE_CANONICAL_DOUBLE_HESTON_SYNTHETIC_DATA,0.433775672576873,0.10860232185315537,0.11218169232639,-0.1947408796632784,0.1412038616788649,4.793862715053521,0.02975095253756619,0.15745238543744527,-0.40713644033607854,0.01075441355700616
surface_000000,103.44665675480431,0.05429174233790154,0.010626439552759208,20260814,0.0,train,-0.1,93.60240580246928,7,0.019178082191780823,call,9.98676174413427,0.09654020784649922,True,GENUINE_CANONICAL_DOUBLE_HESTON_SYNTHETIC_DATA,0.433775672576873,0.10860232185315537,0.11218169232639,-0.1947408796632784,0.1412038616788649,4.793862715053521,0.02975095253756619,0.15745238543744527,-0.40713644033607854,0.01075441355700616
surface_000000,103.44665675480431,0.05429174233790154,0.010626439552759208,20260814,0.0,train,-0.05,98.4015037713954,7,0.019178082191780823,call,5.638525459442889,0.05450659921091188,True,GENUINE_CANONICAL_DOUBLE_HESTON_SYNTHETIC_DATA,0.433775672576873,0.10860232185315537,0.11218169232639,-0.1947408796632784,0.1412038616788649,4.793862715053521,0.02975095253756619,0.15745238543744527,-0.40713644033607854,0.01075441355700616
surface_000000,103.44665675480431,0.05429174233790154,0.010626439552759208,20260814,0.0,train,0.0,103.44665675480431,7,0.019178082191780823,call,2.2747697245578635,0.021989784840989728,True,GENUINE_CANONICAL_DOUBLE_HESTON_SYNTHETIC_DATA,0.433775672576873,0.10860232185315537,0.11218169232639,-0.1947408796632784,0.1412038616788649,4.793862715053521,0.02975095253756619,0.15745238543744527,-0.40713644033607854,0.01075441355700616
surface_000000,103.44665675480431,0.05429174233790154,0.010626439552759208,20260814,0.0,train,0.05,108.75048026305737,7,0.019178082191780823,call,0.5637959422438676,0.005450112743423036,True,GENUINE_CANONICAL_DOUBLE_HESTON_SYNTHETIC_DATA,0.433775672576873,0.10860232185315537,0.11218169232639,-0.1947408796632784,0.1412038616788649,4.793862715053521,0.02975095253756619,0.15745238543744527,-0.40713644033607854,0.01075441355700616
surface_000000,103.44665675480431,0.05429174233790154,0.010626439552759208,20260814,0.0,train,0.1,114.32623661756348,7,0.019178082191780823,call,0.07557429208298894,0.0007305629244463629,True,GENUINE_CANONICAL_DOUBLE_HESTON_SYNTHETIC_DATA,0.433775672576873,0.10860232185315537,0.11218169232639,-0.1947408796632784,0.1412038616788649,4.793862715053521,0.02975095253756619,0.15745238543744527,-0.40713644033607854,0.01075441355700616
surface_000000,103.44665675480431,0.05429174233790154,0.010626439552759208,20260814,0.0,train,0.2,126.35003188276634,7,0.019178082191780823,call,0.0001539275343815632,1.4879894547622916e-06,True,GENUINE_CANONICAL_DOUBLE_HESTON_SYNTHETIC_DATA,0.433775672576873,0.10860232185315537,0.11218169232639,-0.1947408796632784,0.1412038616788649,4.793862715053521,0.02975095253756619,0.15745238543744527,-0.40713644033607854,0.01075441355700616
surface_000000,103.44665675480431,0.05429174233790154,0.010626439552759208,20260814,0.0,train,0.3,139.63838073476424,7,0.019178082191780823,call,1.2627561366436639e-08,1.2206833707895722e-10,True,GENUINE_CANONICAL_DOUBLE_HESTON_SYNTHETIC_DATA,0.433775672576873,0.10860232185315537,0.11218169232639,-0.1947408796632784,0.1412038616788649,4.793862715053521,0.02975095253756619,0.15745238543744527,-0.40713644033607854,0.01075441355700616
surface_000000,103.44665675480431,0.05429174233790154,0.010626439552759208,20260814,0.0,train,-0.3,76.63516819256654,14,0.038356164383561646,call,26.928837380270878,0.2603161689806881,True,GENUINE_CANONICAL_DOUBLE_HESTON_SYNTHETIC_DATA,0.433775672576873,0.10860232185315537,0.11218169232639,-0.1947408796632784,0.1412038616788649,4.793862715053521,0.02975095253756619,0.15745238543744527,-0.40713644033607854,0.01075441355700616
