candidate_id,distribution,regime,intended_training_role,split,attempt,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast,hard_bounds_valid,canonical_valid,slow_feller_margin,fast_feller_margin,correlation_disk_value,correlation_margin,ordering_margin,minimum_hard_bound_distance,accepted_hard_bound_near,accepted_feller_near,accepted_correlation_disk_near,accepted_weak_slow_fast_separation,accepted_any_boundary_near,accepted,primary_rejection_reason,rejection_reasons
0,boundary_challenge,near_feller,boundary_challenge,challenge_excluded,0,1.0584672473158725,0.08057343959847335,0.4023797500086508,0.07593490335165076,0.13083959427952374,4.579175824123841,0.026896690640561306,0.4834663022924396,0.21069418233861031,0.08476605357805186,True,True,0.02604450921541188,0.026224740974789773,0.05015814801836011,0.9498418519816398,0.2946199645864409,0.12574086182101668,False,True,False,False,True,True,,
1,boundary_challenge,near_feller,boundary_challenge,challenge_excluded,0,0.25108431522638525,0.15749527113864378,0.27277499949597545,-0.36013406014553906,0.0250286949143197,1.2660655727656485,0.13019779761600073,0.5619007415395977,0.14755691468871013,0.052399345084474185,True,True,0.030508958048842367,0.021607114385790875,0.15146958434936203,0.8485304156506379,0.08493567008696763,0.0678938810654905,False,True,False,True,True,True,,
2,boundary_challenge,near_feller,boundary_challenge,challenge_excluded,0,2.165667025546325,0.06569687643245727,0.519156960941291,-0.553244814903407,0.20570401576550923,4.064788691946447,0.007204001902241977,0.23419717954660174,-0.06479249416829297,0.01637316477247805,True,True,0.027128200135420347,0.03277530342615251,0.3102778925180534,0.6897221074819466,0.15892231517992653,0.026282837890110995,True,True,False,False,True,True,,
3,boundary_challenge,near_feller,boundary_challenge,challenge_excluded,0,1.6381950900494844,0.17904222940305084,0.7406627992283829,0.4066175471762366,0.010948240144948145,3.11406582609383,0.055482589145167995,0.5712836721463197,-0.7468915050697865,0.1982769499575518,True,True,0.033501616465230165,0.028556815400817087,0.72318475001703,0.27681524998297,0.12350382728404566,0.02016352591507846,True,True,False,False,True,True,,
4,boundary_challenge,near_feller,boundary_challenge,challenge_excluded,0,0.2069847817260921,0.15969054285403514,0.2502921316709082,-0.017775374526173695,0.044030751606613204,3.9424016026382405,0.04982882914814408,0.6120916949014651,-0.30063031836084997,0.07226384852216973,True,True,0.026879905083608203,0.02375655776312421,0.09069455225729176,0.9093054477427083,0.31258718166628857,0.05321518024613291,False,True,False,False,True,True,,
5,boundary_challenge,near_feller,boundary_challenge,challenge_excluded,0,0.9462465263980628,0.05128526211956035,0.3005067698460606,-0.10578377449497253,0.13138918312976997,1.733852332921649,0.13630487134753252,0.6656481268237051,0.054884349488705166,0.05368843679570065,True,True,0.036040968930553564,0.03229869497266728,0.014202498765201533,0.9857975012347985,0.06590843569235032,0.13729851537156715,False,True,False,True,True,True,,
6,boundary_challenge,near_feller,boundary_challenge,challenge_excluded,0,0.9237699313629143,0.06110839506126735,0.32563926426932216,-0.06860923040900073,0.14093629300403546,5.672040869735291,0.09898150549736225,1.0389228992477573,-0.45530533553163594,0.16034774267327034,True,True,0.03132926876872005,0.019749886774770548,0.21201017506089093,0.7879898249391091,0.3973448483993621,0.22901385739292796,False,True,False,False,True,True,,
7,boundary_challenge,near_feller,boundary_challenge,challenge_excluded,0,1.2989114123063428,0.1950406549557168,0.6847442641750381,-0.8714524603364507,0.2812636448237537,5.084076187002559,0.10657113908456453,1.0048475558158825,0.14914660772069474,0.06106658107326939,True,True,0.038753661160940624,0.0353084595022566,0.781674101221044,0.21832589877895603,0.3167501903511478,0.04134081034923643,True,True,False,False,True,True,,
8,boundary_challenge,near_feller,boundary_challenge,challenge_excluded,0,2.0017163734855026,0.018153385681033134,0.2598159096406027,0.047106700584413484,0.26068345297732654,4.204710190043978,0.13451626539509762,1.0287289781468736,-0.07451599427322447,0.011666171557844503,True,True,0.03689217928302565,0.03330483748934519,0.007771674642476804,0.9922283253575231,0.18435094699234109,0.03897649821711493,True,True,False,False,True,True,,
9,boundary_challenge,near_feller,boundary_challenge,challenge_excluded,0,2.094210500734836,0.03783893691842766,0.39145367485829496,0.02579757636625735,0.10541742198934748,5.593310857888328,0.08317139636937453,0.9311545856144833,0.18258821305101064,0.09299635607335464,True,True,0.01684009785405892,0.03524875886021772,0.034003970491534134,0.9659960295084659,0.2928117453684931,0.13403647721807208,False,True,False,False,True,True,,
