evaluation,loss,teacher,iv,pde,convexity
1,2.4301317145053867,1.6511955771355496e-10,5.1396924794667774e-06,0.0007324095383458393,1.6200896537635117e-06
2,51.58583936068417,1.9785217559198696e-08,5.621765874078459e-06,0.0007173538337902471,1.6037757812485569e-06
3,2.427216803045834,1.6399396162939134e-10,5.139931991615601e-06,0.0007322487390719228,1.619965323200327e-06
4,2.4270937011328746,1.6398273557501628e-10,5.139944699528812e-06,0.0007321505253169079,1.6199622269097192e-06
5,2.426002125227299,1.6388469202582303e-10,5.14005970781364e-06,0.0007312753062158936,1.6199343769901664e-06
6,2.416649380218899,1.6319221784965812e-10,5.141271748693449e-06,0.0007233507364556384,1.6196575293086503e-06
7,2.4025284977632415,1.6362794734069754e-10,5.145567313788129e-06,0.0007070666390745444,1.6188992129268842e-06
8,2.4014846176355533,1.6412213582467663e-10,5.1467476862406435e-06,0.0007044921946369833,1.6187671766612403e-06
9,2.4013945406258306,1.6416473723946152e-10,5.1468844979527865e-06,0.0007042614111651983,1.618737819955901e-06
10,2.4013610298421266,1.6415370934706786e-10,5.1468934796996225e-06,0.0007042532246761012,1.6187345033541438e-06
11,2.401347288780041,1.641177729271189e-10,5.1468444800931745e-06,0.0007043415745647641,1.6187418628534004e-06
12,2.4012428191655166,1.6406929235189958e-10,5.146778333353663e-06,0.0007043748430743788,1.618729730747969e-06
13,2.400768223708538,1.6376858823484049e-10,5.146204439446388e-06,0.0007047954813981155,1.6186172424102908e-06
14,2.4000777764610177,1.6370073392759152e-10,5.146080598393012e-06,0.0007043056301969609,1.6184682487184765e-06
15,2.399406467907917,1.6376399493266202e-10,5.145755625088799e-06,0.0007035574124865664,1.6181749568853648e-06
16,2.3992212720073427,1.6372750180402502e-10,5.145735212319701e-06,0.0007034685526010225,1.6181633247273916e-06
17,2.3984493288597077,1.636744586351424e-10,5.145580562418018e-06,0.0007028678798609231,1.6180642408715976e-06
18,2.3982199087469303,1.6346049107086433e-10,5.1453029168122145e-06,0.0007032427900531826,1.6181353330767102e-06
19,2.3980202798767074,1.6326317225681346e-10,5.1450426397341845e-06,0.0007036015274793303,1.6182179746875237e-06
20,2.3977698816828488,1.6300161440188696e-10,5.144574378232761e-06,0.0007041220892882829,1.6183165844949883e-06
21,2.3975575065094428,1.6286838713110542e-10,5.144309889050943e-06,0.0007043089045817605,1.6183718311369722e-06
22,2.397248583189211,1.6278103130868363e-10,5.144112482497493e-06,0.0007042677224506258,1.6184250331100451e-06
23,2.396684423925258,1.6258403891916448e-10,5.1442542797723914e-06,0.0007041605948322051,1.6185204414365828e-06
24,2.396102934997942,1.6268836946597404e-10,5.145074642122434e-06,0.0007031131889453877,1.618570107952927e-06
25,2.395835379056267,1.6266440114386045e-10,5.145389321499274e-06,0.000702826883963442,1.6185835566900732e-06
26,2.3953592524181486,1.6245577467126568e-10,5.145767026772279e-06,0.0007027778971785126,1.6186840192896251e-06
27,2.395091363133318,1.6218071245297144e-10,5.1457102338486075e-06,0.0007032118616566123,1.6188212515757425e-06
28,2.394849540140928,1.618935530145977e-10,5.14555113651933e-06,0.0007037277115752583,1.6189934323213249e-06
29,2.394674833479983,1.6175665423061213e-10,5.145220196740641e-06,0.000703977986814793,1.6190349959323915e-06
30,2.3945916587872538,1.6172618966855747e-10,5.145002087008966e-06,0.000704025500957671,1.6190594763762042e-06
31,2.394489897677059,1.6166362767155903e-10,5.144849714059145e-06,0.000704118238074362,1.6190901352328506e-06
32,2.3947975272784072,1.622926160860798e-10,5.14559254596812e-06,0.0007026676886665873,1.6190459071402628e-06
33,2.394236660389283,1.6182508708402207e-10,5.145134351646312e-06,0.0007033901928603463,1.6190730347555543e-06
34,2.417160348021688,1.6666191868984578e-10,5.1440974895492815e-06,0.0007144810168773174,1.6203243622274119e-06
35,2.393955555039981,1.615435534398045e-10,5.1449698164641635e-06,0.0007038540554031641,1.6192126494223223e-06
36,2.3935940327811673,1.6149406030167098e-10,5.144896699691973e-06,0.0007036345451831953,1.619208014776891e-06
37,2.3933712760112487,1.6143995876302358e-10,5.144995677388294e-06,0.0007035222978321148,1.6192450167322408e-06
38,2.393297606083621,1.6145850848144295e-10,5.145057097189199e-06,0.000703386898663374,1.6191933961386835e-06
39,2.392325033816202,1.612125957311578e-10,5.1448513700156244e-06,0.0007030805400859162,1.6189848494853934e-06
40,2.3894882643847524,1.6016978770339974e-10,5.1440961714235895e-06,0.0007030395904520817,1.6181827431009178e-06
41,2.3886180591626758,1.597397836301636e-10,5.1440750489904514e-06,0.0007032496760339309,1.618057230151782e-06
42,2.3878090343897482,1.5928457013305974e-10,5.144085240273152e-06,0.0007035761371803492,1.6180846171162392e-06
43,2.3875143634508493,1.5915535094962763e-10,5.144038017204392e-06,0.0007036163199511122,1.618245703635004e-06
44,2.387443978564029,1.5915296382905883e-10,5.144124730794e-06,0.000703530224470077,1.6182280546900796e-06
45,2.3872015326353315,1.5909400545061633e-10,5.143780912156676e-06,0.0007035211291968092,1.6177281290246572e-06
46,2.3867006789468688,1.5888420333237813e-10,5.143918911595214e-06,0.00070351028092173,1.6179538988987232e-06
47,2.3974838119212967,1.6435190818131768e-10,5.1475639570086415e-06,0.0006997128904170276,1.6179881474129384e-06
48,2.386173603728789,1.590205822947843e-10,5.1446088261037915e-06,0.000702469779669108,1.617967727882277e-06
49,2.385552069790611,1.5910885435357153e-10,5.14506284025882e-06,0.0007015140620392597,1.6180271775175183e-06
50,2.384836210003761,1.5889487916071156e-10,5.1452339144971045e-06,0.0007012903716733382,1.618043673982457e-06
51,2.384200541817253,1.5878168200422112e-10,5.145744167622054e-06,0.0007008101330832754,1.6181791162432233e-06
52,2.384147971452976,1.5873050958905753e-10,5.145738431494354e-06,0.0007008869277788834,1.6182786033170597e-06
53,2.3841182649394588,1.587270149155275e-10,5.145648173257938e-06,0.0007008885225092292,1.6182692638117464e-06
54,2.3840860539778075,1.587256028541175e-10,5.145550615486357e-06,0.0007008842311444633,1.6182646141011696e-06
55,2.3840254427006395,1.587200304791036e-10,5.1454002529501765e-06,0.00070087514143877,1.6182656626340215e-06
56,2.3839230393715565,1.5871318132339382e-10,5.14524789043314e-06,0.0007008279516273442,1.6182744287176756e-06
57,2.383806093860027,1.5871902736232724e-10,5.145152228488442e-06,0.0007007203065063133,1.6182578492928355e-06
58,2.3837016120383234,1.587765662885052e-10,5.145265366159289e-06,0.0007004436929547259,1.6182251221964848e-06
59,2.3836599914013252,1.5883188994874892e-10,5.145413578735138e-06,0.0007002267100248324,1.6182083655822818e-06
60,2.3836366277101315,1.5887814421534441e-10,5.14550473017284e-06,0.0007000649228093806,1.6181918004932422e-06
61,2.3835279929442446,1.5892435322874308e-10,5.14556950640827e-06,0.0006998245714564036,1.6181391583672732e-06
62,2.3830721730377995,1.591866132033521e-10,5.1457084504781235e-06,0.0006986783656235522,1.6178633634522275e-06
63,2.3829830025472294,1.5970502998291954e-10,5.1455007085964625e-06,0.0006973450887343338,1.6170648120022624e-06
64,2.3827610873448357,1.5937495433251972e-10,5.145583104116512e-06,0.0006979277637412511,1.6174315711444166e-06
65,2.3886304620888312,1.616168410187253e-10,5.144372182119946e-06,0.0006984951522527969,1.6175923422796875e-06
66,2.3826740266274316,1.5938647736895397e-10,5.1454308040937744e-06,0.0006978499704366861,1.6174491679212605e-06
67,2.382221210564209,1.5937648278760663e-10,5.14532503928569e-06,0.0006974485820462645,1.6172750578382808e-06
68,2.382028601848501,1.5953254928579205e-10,5.144928574837263e-06,0.0006969649232692752,1.6165543013368487e-06
69,2.3809805192717137,1.5901153602735898e-10,5.144681455099574e-06,0.000697281153754251,1.6167417190473734e-06
70,2.3808725840206204,1.589475405488375e-10,5.144873747202243e-06,0.000697285134163523,1.616844429268351e-06
71,2.380813161504002,1.5887385614226394e-10,5.144904358129608e-06,0.0006974022699318216,1.6168411834860336e-06
72,2.380910274948124,1.5887168278776048e-10,5.145253127438718e-06,0.0006974176244251935,1.6169384993150142e-06
73,2.380795481321142,1.5885786692818175e-10,5.1450016582836186e-06,0.0006974002377429269,1.6168685619462867e-06
74,2.3806467086778174,1.589907396997501e-10,5.145566888217391e-06,0.0006967779756985812,1.6167551344238225e-06
75,2.3805331007237758,1.5903128432612765e-10,5.145514994579358e-06,0.0006965759795806309,1.61682986273997e-06
76,2.3802810790979647,1.5896717986997268e-10,5.145375327569274e-06,0.0006965191358543047,1.616764098229767e-06
77,2.3798320668438535,1.5863453187093936e-10,5.145048795891704e-06,0.0006969833765067596,1.6168681975733937e-06
