surface_id,row_index,target_price,reconstructed_price,absolute_error,relative_error
surface_000008,0,26.41539395828947,26.415393954610252,3.679218707475229e-09,1.3928312836389273e-10
surface_000008,1,18.49241392794505,18.49238898990444,2.4938040610322787e-05,1.348555180924073e-06
surface_000008,2,9.816028988412441,9.811301757675992,0.004727230736449428,0.0004815828011540917
surface_000008,3,5.5794483899961165,5.56076585725765,0.01868253273846676,0.0033484551576755
surface_000008,4,2.3112720878566932,2.2789347879391286,0.03233729991756462,0.013991126396352537
surface_000008,5,0.6118719064634277,0.5873401013725292,0.024531805090898473,0.040093040441569555
surface_000008,6,0.09293368058395224,0.08476938352432706,0.00816429705962518,0.08785078787716699
surface_000008,7,0.0003092243182686999,0.00023198308554661998,7.724123272207992e-05,0.2497902918972928
surface_000008,8,6.242777768963124e-08,3.375958651895987e-08,2.8668191170671375e-08,0.4592217155830766
surface_000008,9,26.452233403689107,26.45223114650011,2.257188995713477e-06,8.533075303194183e-08
surface_000008,10,18.54851363644839,18.547892948378504,0.0006206880698869099,3.346295460932455e-05
surface_000008,11,10.153069550621922,10.140675807567675,0.012393743054246897,0.0012206892696295698
surface_000008,12,6.301329228585075,6.273587080513892,0.027742148071183692,0.0044025866709733906
surface_000008,13,3.2702801561860255,3.230201064522639,0.040079091663386635,0.012255552964651506
surface_000008,14,1.3539346882215533,1.3163169237996577,0.03761776442189557,0.027784031792041603
surface_000008,15,0.4294722118695109,0.40643920415485013,0.02303300771466077,0.053630961627056384
surface_000008,16,0.017299268367673593,0.014868744377481535,0.0024305239901920572,0.14049865800879036
surface_000008,17,0.00018305266413037174,0.00013444332317003645,4.860934096033529e-05,0.26554839390764223
surface_000008,18,26.549639343367886,26.550021738262302,0.0003823948944159383,1.4403016533309736e-05
surface_000008,19,18.80118918928416,18.800022979869055,0.0011662094151034808,6.202849210028524e-05
surface_000008,20,11.032886811544486,11.017686147102125,0.01520066444236079,0.0013777594841683017
surface_000008,21,7.600950159389413,7.57301116211768,0.027938997271732546,0.003675724308916781
surface_000008,22,4.7762392132901965,4.737103520984718,0.03913569230547864,0.008193830031917378
surface_000008,23,2.6958609734861625,2.6528362884137238,0.04302468507243873,0.01595953407671509
surface_000008,24,1.3483151115356904,1.310646656430965,0.037668455104725496,0.027937427076540185
surface_000008,25,0.2246749611634158,0.20962748139371978,0.015047479769696004,0.06697444028376319
surface_000008,26,0.020708492625257424,0.01810307379255982,0.0026054188326976035,0.12581402615079115
surface_000008,27,26.846321283569523,26.856586632014356,0.010265348444832512,0.00038237449132798345
surface_000008,28,19.513183597803817,19.531125636821884,0.01794203901806668,0.0009194829192344622
surface_000008,29,12.478968137297613,12.494647919387432,0.015679782089819128,0.0012564966844457917
surface_000008,30,9.373431489509137,9.381943328457531,0.008511838948393802,0.0009080814169197651
surface_000008,31,6.699290661349629,6.698115871094274,0.0011747902553551626,0.00017536039481506706
surface_000008,32,4.530340683703322,4.519696022997465,0.010644660705857234,0.002349638018206562
surface_000008,33,2.883950874749573,2.8667252987329057,0.017225576016667077,0.005972908958847246
surface_000008,34,0.9582684646911357,0.9403266094461049,0.01794185524503078,0.018723203263099876
surface_000008,35,0.23907884200631369,0.22960708316258227,0.009471758843731415,0.03961772093358759
surface_000008,36,27.246622711338958,27.28471855576872,0.03809584442976188,0.0013981859268711462
surface_000008,37,20.268198236659302,20.33073586309824,0.06253762643893879,0.0030855049723081123
surface_000008,38,13.664890125444778,13.740989469908548,0.07609934446377054,0.005568968631666446
surface_000008,39,10.721753524828422,10.796241392554663,0.07448786772624061,0.006947358708978774
surface_000008,40,8.124707552196242,8.191702243260558,0.06699469106431621,0.00824579723441325
surface_000008,41,5.927250494129574,5.982340468975792,0.05508997484621858,0.009294355772677468
surface_000008,42,4.150867779946704,4.191995297376845,0.04112751743014087,0.009908173329160807
surface_000008,43,1.782713176959792,1.7990067951816933,0.01629361822190134,0.009139786720872392
surface_000008,44,0.633112692320708,0.6362380969124386,0.0031254045917306073,0.00493656916002469
