seed,x,v_slow,v_fast,days,price_error,pde_residual,teacher_price
17,-0.3263537596445264,0.0002713426444965951,0.10012334203368375,362.1196175534862,3.8518666323568776e-05,0.006924874577221547,0.0041251707622389985
17,0.3199188994599548,0.0008258918813002642,0.03546137720824565,60.1216494035344,5.0195890705651e-06,0.025616315985371584,0.27397291133305945
17,0.01562805590662686,0.09063187540436181,0.019954918095765415,80.08055400949769,-2.042158753820522e-05,-0.009375354446331202,0.07997708261664521
17,-0.24560585710097055,0.00026663389013401354,0.005722440697797588,11.60773472156278,4.995940353769508e-12,0.04796465468962311,6.730562374645368e-16
17,-0.2440863490302999,0.0018011629376026468,0.0023573515668170687,20.079497353878736,1.2600276134332034e-13,0.010209644662529258,-3.473097578334615e-14
17,-0.18903560315285983,0.12609210626184736,0.00357978173402604,682.4253013060078,5.755382805866516e-06,-0.006457745489513324,0.16105483033774493
17,0.3545239974516231,0.013591290234381052,0.006436228055903627,23.967211711288847,-2.2238346164549228e-09,0.028429952484286484,0.29849274354360567
17,-0.19182885117122234,0.06127427616452688,0.006964029514834661,36.569504024779285,-8.109014153587116e-06,-0.013205543717659718,0.0008625412959459983
17,-0.0857414673864042,0.04929186156861532,0.02923923586134881,106.68642049720741,5.5421681925856e-06,0.00029013808259275073,0.02945521949804497
17,0.27798571488848345,0.014474196176194566,0.0027304251826522925,58.79571675530793,-7.271071702230625e-07,-0.016959194910162803,0.24270888325512374
17,0.007363651983121777,0.014198600879724639,0.0016105401746147607,221.1788152659259,-9.265469603544907e-06,0.0002502797802570599,0.09389139109833372
17,0.35687356241394974,0.0003089740313875915,0.08234639851319281,249.95640748955051,-8.506857438139726e-06,0.000757361634447416,0.3132079867357386
17,-0.35745009213878304,0.0032762925729769646,0.06390699992337863,65.39140146181383,3.8619061985586725e-09,-0.014479611139745,4.882932963633349e-06
17,-0.0143131043217955,0.003839567981588901,0.006113212033987468,13.3281968847001,4.829711242677025e-05,0.005419034114788245,0.005700282012264024
17,-0.10798372893512237,0.03545715788960811,0.0015704286490871,17.3566566122694,-4.745171285170925e-06,-0.015142093990826411,0.0001660574129313721
17,0.005376549543999298,0.007030087477850156,0.07490158889685959,232.49841252240714,-1.6934382832151096e-05,-0.0011514075597731936,0.10956982542766736
17,-0.32131039881108636,0.023904360873614507,0.009478762310283028,12.9895274336831,4.3942730622716e-14,0.00852100566664761,-4.3687417789820027e-14
