expiry,cp,strike,tau,days,mid,forward,discount,k,x,c,market_iv,vega_w,symbol,spot
2026-10-02,P,520.0,0.02043574791942542,7.459047990590277,0.02,740.5531464849201,1.0006821910171748,0.7021778281116098,0.35356859063720286,0.2978491603166695,0.801553105853214,0.0004084240418331305,QQQ,741.1
2026-10-02,P,525.0,0.020435747919298582,7.459047990543983,0.02,740.5531464849201,1.0006821910171748,0.7089295379972983,0.3439991396210522,0.291097450430981,0.781313844879945,0.0004177517421050281,QQQ,741.1
2026-10-02,P,530.0,0.02043574791920345,7.4590479905092595,0.02,740.5531464849201,1.0006821910171748,0.7156812478829868,0.33452039566650854,0.2843457405452925,0.7612417106724194,0.0004274508518191342,QQQ,741.1
2026-10-02,P,535.0,0.02043574791907661,7.459047990462963,0.02,740.5531464849201,1.0006821910171748,0.7224329577686754,0.3251306553166694,0.27759403065960386,0.7413325974655539,0.00043754597295422214,QQQ,741.1
2026-10-02,P,540.0,0.02043574791894977,7.459047990416667,0.02,740.5531464849201,1.0006821910171748,0.729184667654364,0.31582826265435593,0.27084232077391535,0.7215824683131751,0.0004480639700525841,QQQ,741.1
2026-10-02,P,545.0,0.02043574791885464,7.4590479903819435,0.02,740.5531464849201,1.0006821910171748,0.7359363775400525,0.30661160754943195,0.26409061088822683,0.7019873487233623,0.0004590342411072534,QQQ,741.1
2026-10-02,P,550.0,0.020435747918727803,7.459047990335648,0.02,740.5531464849201,1.0006821910171748,0.7426880874257411,0.29747912398615933,0.2573389010025382,0.6825433201812139,0.0004704890287301194,QQQ,741.1
2026-10-02,P,570.0,0.020435747918315577,7.459047990185185,0.03,740.5531464849201,1.0006821910171748,0.7696949269684953,0.26176104138408013,0.2303455556739239,0.6281565916617288,0.0007139211194252383,QQQ,741.1
2026-10-02,P,575.0,0.020435747918188737,7.459047990138889,0.03,740.5531464849201,1.0006821910171748,0.7764466368541838,0.2530273614153256,0.22359384578823538,0.608821218177671,0.0007334975662053241,QQQ,741.1
2026-10-02,P,580.0,0.02043574791809361,7.4590479901041675,0.035,740.5531464849201,1.0006821910171748,0.7831983467398724,0.24436929867221094,0.21684888300961647,0.5980446126768558,0.0008481959966687068,QQQ,741.1
2026-10-02,P,585.0,0.020435747917966766,7.4590479900578694,0.035,740.5531464849201,1.0006821910171748,0.789950056625561,0.2357855549808195,0.21009717312392795,0.578731645881128,0.0008724819495181718,QQQ,741.1
2026-10-02,P,590.0,0.02043574791787164,7.459047990023149,0.04,740.5531464849201,1.0006821910171748,0.7967017665112495,0.2272748653129109,0.20335221034530937,0.5666795882079595,0.0009935794129467472,QQQ,741.1
2026-10-02,P,595.0,0.0204357479177448,7.4590479899768525,0.04,740.5531464849201,1.0006821910171748,0.8034534763969381,0.2188359966670462,0.19660050045962074,0.5474014904823933,0.0010234137920439978,QQQ,741.1
2026-10-02,P,600.0,0.02043574791761796,7.459047989930556,0.05,740.5531464849201,1.0006821910171748,0.8102051862826266,0.21046774699652962,0.18986228478807188,0.5399808498730116,0.0012468148540360877,QQQ,741.1
2026-10-02,P,605.0,0.02043574791752283,7.459047989895833,0.05,740.5531464849201,1.0006821910171748,0.8169568961683151,0.2021689441818346,0.18311057490238336,0.5205707832974307,0.0012861006083196497,QQQ,741.1
2026-10-02,P,610.0,0.020435747917395993,7.459047989849537,0.060000000000000005,740.5531464849201,1.0006821910171748,0.8237086060540038,0.193938445045319,0.17637235923083439,0.5107560542250706,0.001519435672764734,QQQ,741.1
2026-10-02,P,615.0,0.020435747917300864,7.459047989814816,0.07,740.5531464849201,1.0006821910171748,0.8304603159396923,0.18577513440615814,0.16963414355928574,0.49936757957845057,0.0017574201599709577,QQQ,741.1
2026-10-02,P,620.0,0.020435747917205732,7.4590479897800925,0.08,740.5531464849201,1.0006821910171748,0.8372120258253808,0.1776779241735388,0.16289592788773688,0.48676297927614154,0.0020020763541324115,QQQ,741.1
2026-10-02,P,625.0,0.020435747917078893,7.459047989733796,0.08499999999999999,740.5531464849201,1.0006821910171748,0.8439637357110694,0.16964575247627448,0.1561509651091182,0.4701285973274491,0.0021647280090818302,QQQ,741.1
2026-10-02,P,630.0,0.020435747916952053,7.459047989687499,0.095,740.5531464849201,1.0006821910171748,0.8507154455967579,0.16167758282709763,0.14941274943756933,0.4560650341771463,0.002428686474385197,QQQ,741.1
2026-10-02,P,635.0,0.020435747916856928,7.459047989652778,0.11,740.5531464849201,1.0006821910171748,0.8574671554824465,0.1537724033199844,0.1426812808730904,0.4437184377966414,0.0027946934398888454,QQQ,741.1
2026-10-02,P,640.0,0.02043574791673009,7.459047989606482,0.125,740.5531464849201,1.0006821910171748,0.8642188653681351,0.14592922585895843,0.13594981230861136,0.43020725248546604,0.0031738615773728896,QQQ,741.1
2026-10-02,P,645.0,0.020435747916634956,7.459047989571759,0.14,740.5531464849201,1.0006821910171748,0.8709705752538236,0.13814708541690351,0.1292183437441322,0.41573803649981805,0.0035695954851869714,QQQ,741.1
2026-10-02,P,650.0,0.020435747916508117,7.459047989525462,0.155,740.5531464849201,1.0006821910171748,0.8777222851395121,0.13042503932299326,0.12248687517965329,0.40045727436433004,0.003985452891761802,QQQ,741.1
2026-10-02,P,655.0,0.02043574791641299,7.459047989490742,0.175,740.5531464849201,1.0006821910171748,0.8844739950252007,0.12276216657742405,0.11576215372224419,0.38598158405318717,0.0045123553034271974,QQQ,741.1
2026-10-02,P,660.0,0.02043574791628615,7.459047989444444,0.2,740.5531464849201,1.0006821910171748,0.8912257049108893,0.11515756719220478,0.10904417937190491,0.37189030094729275,0.005153177927161837,QQQ,741.1
2026-10-02,P,665.0,0.02043574791615931,7.459047989398147,0.22,740.5531464849201,1.0006821910171748,0.8979774147965778,0.10761036155682191,0.1023194579144957,0.3555290854680883,0.005742880687764126,QQQ,741.1
2026-10-02,P,670.0,0.02043574791606418,7.459047989363426,0.255,740.5531464849201,1.0006821910171748,0.9047291246822664,0.10011968982766423,0.0956149777782962,0.34157559926670666,0.006627089145861264,QQQ,741.1
2026-10-02,P,675.0,0.020435747915937344,7.45904798931713,0.29500000000000004,740.5531464849201,1.0006821910171748,0.9114808345679549,0.09268471134014619,0.08891724474916651,0.32717587678201415,0.0076404473241138285,QQQ,741.1
2026-10-02,P,676.0,0.020435747915271436,7.459047989074074,0.305,740.5531464849201,1.0006821910171748,0.9128311765450926,0.09120432616971196,0.08758039698616849,0.32446944718735127,0.007881935096151663,QQQ,741.1
2026-10-02,P,677.0,0.020435747915144596,7.459047989027778,0.31,740.5531464849201,1.0006821910171748,0.9141815185222304,0.08972612930040097,0.08623680211610063,0.32085692431192775,0.008045440739307758,QQQ,741.1
2026-10-02,P,678.0,0.020435747915049467,7.459047988993055,0.325,740.5531464849201,1.0006821910171748,0.9155318604993681,0.08825011427228042,0.08490670146017232,0.31884453498535287,0.008371568665468572,QQQ,741.1
2026-10-02,P,679.0,0.020435747914922628,7.459047988946759,0.33499999999999996,740.5531464849201,1.0006821910171748,0.9168822024765058,0.0867762746539799,0.08356985369717451,0.3159314344689906,0.008620055014721607,QQQ,741.1
2026-10-02,P,680.0,0.02043574791479579,7.459047988900463,0.345,740.5531464849201,1.0006821910171748,0.9182325444536434,0.08530460404252367,0.08223300593417648,0.31295443303096954,0.008871218001099915,QQQ,741.1
2026-10-02,P,681.0,0.02043574791470066,7.45904798886574,0.355,740.5531464849201,1.0006821910171748,0.9195828864307812,0.0838350960631636,0.08089615817117835,0.309915667734419,0.009125233866636157,QQQ,741.1
2026-10-02,P,682.0,0.02043574791457382,7.459047988819444,0.365,740.5531464849201,1.0006821910171748,0.9209332284079189,0.0823677443692139,0.07955931040818032,0.3068170917176619,0.009382282574166526,QQQ,741.1
2026-10-02,P,683.0,0.02043574791447869,7.4590479887847225,0.38,740.5531464849201,1.0006821910171748,0.9222835703850566,0.08090254264188597,0.07822920975225223,0.3043574346016741,0.00971944958481209,QQQ,741.1
2026-10-02,P,684.0,0.020435747914351852,7.459047988738426,0.395,740.5531464849201,1.0006821910171748,0.9236339123621944,0.07943948459012548,0.07689910909632403,0.30179928596560907,0.010058814260816345,QQQ,741.1
