candidate_id,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast,positivity_valid,hard_bounds_valid,ordering_valid,slow_feller_gap,fast_feller_gap,slow_feller_margin,fast_feller_margin,correlation_disk_value,correlation_margin,ordering_margin,minimum_hard_bound_distance,minimum_normalized_constraint_distance,constraint_violating,accepted_hard_bound_near,accepted_feller_near,accepted_correlation_disk_near,accepted_weak_slow_fast_separation,accepted_any_boundary_near,boundary_near,weak_slow_fast_separation,correlation_disk_near,feller_near,accepted,primary_rejection_reason,rejection_reasons
1,0.20588370025934,0.06181941831227962,0.13298549694642442,-0.4648549135846394,0.09152155732572101,2.483069105076995,0.06829230104644562,0.09237797879318174,-0.27775911383418295,0.06807837072674015,True,True,True,0.007770078781936803,0.3306153147201794,0.18011157388295945,0.9509110401634115,0.2932402160017331,0.7067597839982669,0.19055944810189585,0.05284193229130169,0.18011157388295945,False,False,False,False,False,False,False,False,False,False,True,,
3,1.454200937101313,0.07121159329436164,0.25675762208038366,-0.2087833129165868,0.13583484073962257,4.821088148102607,0.04912209397531084,0.1593294919538263,-0.19521680240625783,0.08999584735052021,True,True,True,0.1411874549059034,0.4482580031424427,0.517101202702285,0.8982590291465475,0.08170007169414932,0.9182999283058507,0.2817478837657987,0.1032304294005527,0.2817478837657987,False,False,False,False,False,False,False,False,False,False,True,,
5,0.823208307201805,0.0978442455143868,0.24509912899636158,0.05487699370073851,0.14857354329087308,4.620285976183841,0.07511830626619943,0.24363210672035474,-0.35034408616739043,0.012070111512200235,True,True,True,0.10101880840389724,0.6347795105678098,0.4567556498887458,0.8424494303583682,0.12575246315009478,0.8742475368499052,0.3177470852704633,0.040605288355646106,0.3177470852704633,False,True,False,False,False,True,True,False,False,False,True,,
9,0.718756628432603,0.06826078558419932,0.11214640333086742,0.014313144903072672,0.018721269289308076,3.7135745799779367,0.07544608893201683,0.23438015277201532,0.23224398508078392,0.021265174334346635,True,True,True,0.08554896842127027,0.5054153000199517,0.7727819259499561,0.8214349519656701,0.054142134723219736,0.9458578652767803,0.2506123808824547,0.04651277725189178,0.2506123808824547,False,True,False,False,False,True,True,False,False,False,True,,
10,1.0355057386920652,0.04336692912958233,0.25580602969074506,-0.35787091008599275,0.06664366550918811,2.4148744868715735,0.028377707385326544,0.2597050646601295,0.1400237292159483,0.00902773823141177,True,True,True,0.024376683140126823,0.06961048251134215,0.15701553809761593,0.340387026523299,0.14767823302931793,0.8523217669706821,0.11542834712799233,0.028337654158918427,0.11542834712799233,False,True,False,False,False,True,True,False,False,False,True,,
12,0.24294944821156808,0.022202361710158283,0.09483069019892933,-0.5788238498712843,0.11403379425203963,4.129942609637464,0.05742473114569663,0.6142448697215934,0.26292351401373526,0.053029968126567,True,True,True,0.0017952432493478932,0.0970249280318789,0.09075611042627622,0.11393004491720951,0.40416582340114593,0.5958341765988541,0.32527139426158125,0.06540659261409086,0.09075611042627622,False,False,False,False,False,False,False,False,False,False,True,,
14,1.4584596317654135,0.09763630762115671,0.11820272446461559,0.14874927027822815,0.040388146868710104,4.191397791061964,0.030754266450923717,0.462410241541401,-0.3523592275955605,0.0888130972958617,True,True,True,0.2708253424493159,0.04398349745388863,0.9064703573724986,0.09325848895359974,0.14628337068004538,0.8537166293199546,0.2286977539160293,0.11377158237649808,0.09325848895359974,False,False,False,False,False,False,False,False,False,False,True,,
16,0.6299804731903846,0.08975548144906699,0.08696002834696041,-0.35380635008956896,0.08473511155380936,3.3260131027758257,0.07921318231155024,0.3254718526559316,-0.20680253655417735,0.02598087592634414,True,True,True,0.10552635481932386,0.4209962376902883,0.8746453633117921,0.6652279759608661,0.1679462224889445,0.8320537775110555,0.2256094250699114,0.08237188778588986,0.2256094250699114,False,False,False,False,False,False,False,False,False,False,True,,
17,0.5646525267150895,0.09877946716505655,0.08236591563930118,-0.3736355217765941,0.039387320377038376,5.176097829281108,0.04253665940162945,0.4213566528277338,0.34914906570504134,0.0351170139042747,True,True,True,0.1047680073855383,0.2628063919050967,0.8853412804546326,0.42532928359843897,0.261508573215971,0.738491426784029,0.38589500439883,0.0777546890847248,0.38589500439883,False,False,False,False,False,False,False,False,False,False,True,,
18,1.42770853644108,0.06652661064446158,0.3402358348341279,-0.1446392983377156,0.10174288804403331,1.7004547243925052,0.03216160984643385,0.20737301248637036,0.07468181411212726,0.02707295049799532,True,True,True,0.07420079652990368,0.06637515650720158,0.24270704477345137,0.4355831434834432,0.026497899982705034,0.973502100017295,0.022823948782546045,0.10110060684675533,0.022823948782546045,False,False,False,False,True,False,False,True,False,False,True,,
19,0.8128632990196389,0.1080922339307131,0.35875964501546176,-0.4330487403205484,0.05030933443706788,5.131128406779408,0.03661830363282085,0.49770730093896154,-0.3046266486110751,0.07735641969533918,True,True,True,0.047019936851023875,0.12807387854893523,0.15444887411534128,0.20541152417546166,0.2803286065372292,0.7196713934627708,0.36136109688366275,0.15359096419345045,0.15444887411534128,False,False,False,False,False,False,False,False,False,False,True,,
21,1.1308293688619329,0.10041487069197085,0.19987417707137445,0.03583223271179781,0.10298414085430753,3.5885258337872825,0.046929279862843336,0.3695875761591063,-0.5544262419113598,0.06518869142795383,True,True,True,0.18715448303794882,0.20021888984653002,0.7008117598090452,0.4229301858494144,0.3086724066210661,0.6913275933789339,0.20566497614438073,0.19585344429283863,0.20566497614438073,False,False,False,False,False,False,False,False,False,False,True,,
22,1.0334642197201578,0.06848967566835523,0.09835540189318075,-0.021253518045803776,0.1241725552979558,4.253100374528941,0.0639537792817219,0.6444678276808088,-0.5188606564005466,0.01481990250136458,True,True,True,0.13188947336539772,0.12866490431564465,0.8720712220251274,0.1341178034497064,0.26966809278972936,0.7303319072102706,0.2694256196492706,0.05169315524743782,0.1341178034497064,False,False,False,False,False,False,False,False,False,False,True,,
23,1.4962132904910854,0.06274411401557456,0.1329454646848087,-0.6483167701496944,0.04306723876942148,3.976514422007197,0.07461945809674403,0.11280070390760805,-0.43750031365337627,0.04016271830511767,True,True,True,0.17008265800012157,0.5807267037660768,0.827928204048374,0.9580187072364093,0.6117211589041343,0.38827884109586575,0.20755658004318928,0.07210749425258063,0.20755658004318928,False,False,False,False,False,False,False,False,False,False,True,,
24,1.0297144561950635,0.10723632955684619,0.25176283643982167,-0.2609395266690692,0.07792087903992503,3.804453064410355,0.05415564417577009,0.608693818118544,0.31751096709290083,0.03377631876833365,True,True,True,0.1574610717357406,0.04155704866351956,0.5539914977139799,0.05310306979491808,0.16890265080254704,0.8310973491974529,0.232195699432242,0.1281303176142486,0.05310306979491808,False,False,False,False,False,False,False,False,False,False,True,,
