start_id,canonical_start_sha256,paired_max_abs_error,baseline_z_0,baseline_z_1,baseline_z_2,baseline_z_3,baseline_z_4,baseline_z_5,baseline_z_6,baseline_z_7,baseline_z_8,baseline_z_9,start_kappa_slow,start_theta_slow,start_sigma_slow,start_rho_slow,start_v0_slow,start_kappa_fast,start_theta_fast,start_sigma_fast,start_rho_fast,start_v0_fast,z_v0_total,z_alpha_v,z_theta_total,z_alpha_theta,z_kappa_slow,z_delta_kappa,z_sigma_slow,z_sigma_fast,z_rho_slow,z_rho_fast
0,F94A7538F328A3E371D21E86A67EEBC90A99CBC24911513AA05F19CE5CA415E6,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5250000000000001,0.1275,0.31429918305898585,0.475,0.1525,6.762505,0.101,0.5868855184710715,0.0,0.126,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681091,0.0
1,D4E9C222013CBD98BA336DE16A8D1FF865E74E23E6192E3F19F868CCECE03C4E,8.326672684688674e-17,1.6604380376599237,-0.3577891505764266,0.1904141858234567,0.148789342211068,-1.003487712445243,0.21128025894530725,0.4348039296321219,2.7529361486560857,-0.08017818931928328,1.4598712307656823,2.528875547128776,0.10581623957291021,0.4460416127363329,-0.17187551548539556,0.16650076893321905,7.616094488499783,0.055114737170460844,0.8616489318953212,0.42233341084520953,0.13905086363240146,0.19993878081704464,-0.18502385265439703,-0.6301611954184319,0.6408450236263321,1.6604380376599233,0.1487893422110682,0.43480392963212167,2.7529361486560884,-0.3658706139804656,0.9558031652662484
2,7FA7B0CFD204FA7C35CA5ED78D1B81BC59ABB6A40C4BD8914319B801674F890B,8.326672684688674e-17,0.8077332471504521,0.6472371008197552,1.6180656656443015,1.2521789630765916,-1.176673690580715,-1.7066886801330226,-1.0162197476359078,-1.0117784846483002,-0.6033374919824149,-3.025421128122494,2.0902974752070635,0.16581495706194055,0.22494378965118556,-0.3217935655281475,0.2511858156584619,9.7968456668183,0.04865885889913435,0.26401302925368136,-0.09632601955307799,0.0400912382443338,0.09419152157355659,1.706688680133022,-0.12681694858559323,1.176673690580715,0.8077332471504519,1.252178963076591,-1.0162197476359078,-1.0117784846483002,-0.7053146097135936,-0.20418131366279013
3,EBC75EF3AFFA0D882B241088AF2C03D6054D7C7AB275524A55FE9E6074E297A2,4.440892098500626e-16,0.7436256172055528,-0.9922074424860858,-0.8113774996090406,0.8618382191064868,0.2708976010530573,2.5503546886981017,1.06280931893691,2.0758087639887584,-2.0125322512157835,1.1584732214169344,2.049475100279228,0.07126669031096104,0.40298316627017206,-0.007773371879763932,0.0957411257929141,9.04514054802468,0.11432802378328363,1.2783808120433846,0.11172862888206452,0.2320441401531828,0.36712776096120003,-2.431471665045094,-0.3923640281893461,-0.5277360121834495,0.7436256172055531,0.8618382191064867,1.0628093189369099,2.075808763988758,-0.016365358675600294,0.23631176084647865
4,BD83D6B4B03BCFB7ECB5CED508687DF79014D7C96464805ED83AE4D6E17A4BEA,5.551115123125783e-17,0.9889465580182195,0.7360438587733585,0.7143583658840453,0.6320321728981971,0.9093990838182499,-0.33327406729386827,-2.008811177695244,1.6406654053683751,-0.9161570264613328,-1.4848406980441553,2.2001954029960102,0.170651887245478,0.10690668378955046,-0.10828109238360888,0.20305222752496568,8.598982346640561,0.14314968183352034,1.2572500610614885,-0.24892317629641697,0.10552616310083689,0.2224851629137823,0.39892602623137485,0.8120883105731032,-0.33342284610079953,0.9889465580182197,0.6320321728981972,-2.008811177695244,1.6406654053683754,-0.22895514034276154,-0.5365616072090332
5,A643D04C23FF10B49EBB4D3138A5D1AAB4569C8175856146D0C9E6588451A032,5.551115123125783e-17,-0.5533479566863797,-0.6804358183726266,0.4251646059790375,-0.43652716029543764,0.9523830867597021,0.41807695922252586,0.15349325516395657,1.913788714639189,0.41211224915826505,1.9137429004271627,1.1270096201803015,0.08736018965120594,0.24117676478812472,-0.3949795703615576,0.18339193738866624,5.395412348056644,0.14487564831097263,1.0902363981492182,0.41306174318650285,0.15154970192821987,0.4219262273101213,-0.16926658640900238,0.03373537030103124,-0.952383086759702,-0.5533479566863799,-0.4365271602954375,0.15349325516395673,1.913788714639188,-0.8851291793700056,0.9684488440390054
6,0981E2974DE96FE367711E98EE2C79EF07464CB165DF80B4D2BFCB66ECD58E5E,5.551115123125783e-17,-1.5756392801421053,2.8584791714734425,-1.2121172440432852,-0.42625920882847346,-1.4225658628788775,-0.042331615953764515,-0.8644852865924774,3.3148207879584017,0.6606426491028133,-2.4584081986022803,0.5556711618504562,0.236710055988049,0.15554296960842626,-0.5511601934006526,0.07265135980997195,5.076415426645106,0.04046341116679292,0.6186505201902133,-0.297729109854498,0.12337583166746913,-0.6273292231380873,-0.5845243235576377,0.4467758325056147,2.4852656330697926,-1.5756392801421053,-0.42625920882847346,-0.8644852865924775,3.314820787958401,-1.3254337013370039,-0.7464708073699169
7,EAAA3742220AA34EC45705AE42AC14C50F02B82C94A21FD58EBDFF654FA85C3D,1.0408340855860843e-16,0.17816176265108438,-0.6492066233702813,1.9997900611726427,-1.4827036657662993,2.181267891845953,-1.0649844300039877,1.1810073963371925,1.662039667971476,0.4603274078589128,-1.0235578076445466,1.6560478440283408,0.08907624457431151,0.41676612984708145,0.052388770893917795,0.26482863502571563,3.5698877515132255,0.17991383141561895,0.953414227796342,-0.5800763470663509,0.06557680296578106,0.3871238159033572,1.657000844087626,0.36975476659498496,-2.080899235966283,0.1781617626510844,-1.4827036657662993,1.1810073963371923,1.6620396679714768,0.11040415646325796,-1.419776272260915
8,91ACEAC7DA9A2F9241239C02CB0D2E56445781E0D0F43F357A7A000B7741A097,1.1796119636642288e-16,-2.092912064052897,-0.1103767150770528,-1.6589392976559645,1.707051221039055,-0.23359205507318143,-0.4077233010780359,0.7183661117109752,-0.8117928798937804,-0.48394406197387335,0.08863798789826999,0.3738735444927859,0.12074628153317131,0.20363494439409452,0.35875414206991196,0.05217180832607561,10.21484961179583,0.08948948524486541,0.4192525905248879,0.050242112466649565,0.1010656227565119,-0.99810649749259,-0.7419860537480756,-0.16528936110997527,0.23359205507318104,-2.092912064052897,1.7070512210390554,0.7183661117109755,-0.8117928798937805,0.7945989929185847,0.10775441968485866
9,AB62221F12522B7A207FDF256618DE30DE1E8582DDD82B69C3A496E23D91C40C,7.28583859910259e-17,-0.408241470850886,-2.169169246421199,-1.1137122858595097,-3.414971223253586,1.1064177852817738,-0.2346479389117619,-0.6956813005168433,-0.8582671334209568,-1.179529116303716,1.205921023736015,1.228034882028477,0.030125599574242986,0.09385371816219654,-0.027407027921718525,0.07791793824768219,1.5709252518099406,0.15078921323018318,0.2084194865110212,0.2216923370523094,0.11151821373818639,-0.6812687909744052,-0.4067561956899749,-0.4364624127468478,-1.7786433982927294,-0.408241470850886,-3.414971223253586,-0.6956813005168432,-0.8582671334209567,-0.05771502165840703,0.47548085176768123
