expiry,cp,strike,tau,days,mid,forward,discount,k,x,c,market_iv,vega_w,symbol,spot
2026-10-02,P,410.0,0.020916545773306698,7.634539207256945,0.02,498.3984285477868,1.003224791788279,0.8226350175192996,0.19524265477591204,0.17740498202792887,0.47376957703052486,0.0009023888631764253,MSFT,497.93
2026-10-02,P,420.0,0.020916545772957887,7.634539207129628,0.04,498.3984285477868,1.003224791788279,0.8426992862392826,0.17114510319685144,0.15738071285517452,0.4502989510429841,0.0016753511924876231,MSFT,497.93
2026-10-02,P,430.0,0.020916545772609083,7.634539207002315,0.09,498.3984285477868,1.003224791788279,0.8627635549592655,0.14761460578665733,0.13741644300326283,0.43305597581227395,0.0033315368612906633,MSFT,497.93
2026-10-02,P,440.0,0.020916545772101724,7.63453920681713,0.09,498.3984285477868,1.003224791788279,0.8828278236792484,0.12462508756195861,0.11735217428327993,0.3729826684488942,0.003757476058905702,MSFT,497.93
2026-10-02,P,450.0,0.02091654577140411,7.6345392065625,0.155,498.3984285477868,1.003224791788279,0.9028920923992313,0.10215223170990004,0.09741790409178985,0.33815762029146523,0.0061868357204075235,MSFT,497.93
2026-10-02,P,455.0,0.0209165457710553,7.634539206435185,0.175,498.3984285477868,1.003224791788279,0.9129242267592228,0.091102395523315,0.08742576927902679,0.3123048928325041,0.007208475287491637,MSFT,497.93
2026-10-02,P,457.5,0.020916545770865044,7.634539206365741,0.295,498.3984285477868,1.003224791788279,0.9179402939392185,0.08562292975868946,0.08264969938240219,0.3232180713696945,0.010325328931421194,MSFT,497.93
2026-10-02,P,460.0,0.020916545770706493,7.63453920630787,0.28,498.3984285477868,1.003224791788279,0.9229563611192142,0.08017332499112481,0.0776036325419851,0.30322685133150024,0.010420492529215309,MSFT,497.93
2026-10-02,P,462.5,0.020916545770516236,7.634539206238426,0.29500000000000004,498.3984285477868,1.003224791788279,0.9279724282992099,0.07475325752178565,0.07261756502241079,0.28886181154023444,0.011209145219425327,MSFT,497.93
2026-10-02,P,465.0,0.02091654577032598,7.6345392061689825,0.44,498.3984285477868,1.003224791788279,0.9329884954792057,0.06936240888690913,0.06789149455982202,0.2935791104620473,0.014671799761821069,MSFT,497.93
2026-10-02,P,467.5,0.020916545770167428,7.6345392061111115,0.54,498.3984285477868,1.003224791788279,0.9380045626592014,0.06400046574552379,0.06307542511596897,0.2875901835637203,0.01710103104029994,MSFT,497.93
2026-10-02,P,470.0,0.020916545769977167,7.634539206041666,0.665,498.3984285477868,1.003224791788279,0.9430206298391971,0.05866711977016124,0.05830935510615143,0.2818319583722314,0.019882434804136907,MSFT,497.93
2026-10-02,P,472.5,0.02091654576978691,7.634539205972222,0.81,498.3984285477868,1.003224791788279,0.9480366970191929,0.05336206754046798,0.053583284643562434,0.2753405103908082,0.022884901658634264,MSFT,497.93
2026-10-02,P,475.0,0.02091654576962836,7.6345392059143515,1.05,498.3984285477868,1.003224791788279,0.9530527641991886,0.04808501043962425,0.04904721203030915,0.2735909745763345,0.026911775136618733,MSFT,497.93
2026-10-02,P,477.5,0.020916545769438105,7.634539205844908,1.355,498.3984285477868,1.003224791788279,0.9580688313791843,0.042835654553480554,0.04464113794554847,0.2723102723715526,0.03125210342513962,MSFT,497.93
2026-10-02,P,480.0,0.020916545769247844,7.6345392057754635,1.7000000000000002,498.3984285477868,1.003224791788279,0.96308489855918,0.037613710572328915,0.040315062955244896,0.26937600022538355,0.03552153331295275,MSFT,497.93
2026-10-02,P,482.5,0.020916545769089294,7.6345392057175925,2.13,498.3984285477868,1.003224791788279,0.9681009657391758,0.032418893695224826,0.03615898604066248,0.2670756943313609,0.03990886773840726,MSFT,497.93
2026-10-02,P,485.0,0.020916545768899036,7.6345392056481485,2.65,498.3984285477868,1.003224791788279,0.9731170329191715,0.027250923536782278,0.03218290708860849,0.26497418770633574,0.044192999744563935,MSFT,497.93
2026-10-02,P,487.5,0.02091654576870878,7.6345392055787045,3.3,498.3984285477868,1.003224791788279,0.9781331000991672,0.02210952403636364,0.028466825193539935,0.26424285744987597,0.04826079325703109,MSFT,497.93
2026-10-02,P,490.0,0.02091654576855023,7.634539205520833,3.9000000000000004,498.3984285477868,1.003224791788279,0.9831491672791629,0.016994423369593243,0.024650744430400162,0.2572438911486026,0.05153239707467551,MSFT,497.93
