candidate_id,distribution,regime,intended_training_role,reviewed_sampler_diagnostic_split,attempt,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast,hard_bounds_valid,canonical_valid,slow_feller_margin,fast_feller_margin,correlation_disk_value,correlation_margin,ordering_margin,minimum_hard_bound_distance,accepted_hard_bound_near,accepted_feller_near,accepted_correlation_disk_near,accepted_weak_slow_fast_separation,accepted_any_boundary_near,accepted,primary_rejection_reason,rejection_reasons,candidate_key,selected_for_clean_core
0,interior_train,normal,interior_train,train,0,1.3674937560587115,0.11602756036897444,0.3618711734277465,-0.14696793790549395,0.10372660942325253,2.6470842008378765,0.072086818770785641,0.18961705430448939,-0.37926637794207252,0.079266035045040373,True,True,0.41576969496870902,0.82780119397940033,0.16544256020949211,0.83455743979050789,0.10707869830787993,0.12348966843109657,False,False,False,False,False,True,,,interior_train_000000,True
1,interior_train,normal,interior_train,train,0,0.90298338397013733,0.09016300564900484,0.22418029639418402,-0.33010538663137307,0.05866776586412796,3.4514101205309595,0.054810891746578549,0.28280987369239641,0.010130685085568188,0.043994382369514702,True,True,0.52830043189756093,0.65098849019868821,0.10907219706335125,0.89092780293664875,0.21325746749462948,0.16933218697384961,False,False,False,False,False,True,,,interior_train_000001,True
2,interior_train,normal,interior_train,train,0,0.5538335385685722,0.096997719956694567,0.12236635054048159,-0.66723382032429379,0.099036405841484237,3.9168477146942,0.057952529280327125,0.27931147189081756,-0.30067636821062504,0.094786511688864483,True,True,0.75536396903400382,0.70670945425149068,0.53560724938488335,0.46439275061511665,0.28142378042892285,0.11795613119646391,False,False,False,False,False,True,,,interior_train_000002,True
3,interior_train,normal,interior_train,train,0,1.0512142661131847,0.085202766162734853,0.16810623721790699,-0.71184872373172903,0.13475463976145158,2.7479689276960255,0.077191699754445328,0.43903618502429342,0.09946236882925219,0.04196962432004582,True,True,0.72747600766847131,0.37518708352688657,0.51662136829161776,0.48337863170838224,0.14198783778935908,0.12534277698330049,False,False,False,False,False,True,,,interior_train_000003,True
4,interior_train,normal,interior_train,train,0,0.92546831929461204,0.099496105340664553,0.25120796267226925,-0.33008594000232011,0.05535322344358834,2.7485120068524007,0.027087315880907938,0.10698276132707757,-0.31475095527527508,0.059026943148932157,True,True,0.48957534426618737,0.85724137688144142,0.20802489163391347,0.79197510836608653,0.15255595711780659,0.068215893864265922,False,False,False,False,False,True,,,interior_train_000004,True
5,interior_train,normal,interior_train,train,0,0.52235878114094902,0.028271892235721428,0.11936354627189309,-0.59590019565873042,0.11726391664406031,1.4763557712951627,0.052232471005957765,0.26525553747784253,-0.28801678492268323,0.080822091029573245,True,True,0.34918135650883947,0.3734257826510648,0.43805071158331232,0.56194928841668768,0.079832384113323329,0.094987315247842569,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,interior_train_000005,False
6,interior_train,normal,interior_train,train,0,0.68276168188741404,0.038988731038801884,0.094815987800244209,-0.049604178729597964,0.11414600004528332,4.8088494590945796,0.047873192717256499,0.52396312130427825,0.094188513387707146,0.081615464746983474,True,True,0.71106997069882749,0.25292635431289756,0.011332050601624188,0.98866794939837577,0.34527931190018124,0.09026732442235598,False,False,False,False,False,True,,,interior_train_000006,True
7,interior_train,normal,interior_train,train,0,0.66103768924947792,0.039530062641471055,0.12135474412480687,-0.060418830807561198,0.14089848244420902,5.0178331131244374,0.053847216922111515,0.3019253639952319,-0.3682945113256732,0.0093712357236747056,True,True,0.56031465898131427,0.71131757944623653,0.13929128218876913,0.86070871781123093,0.36458539111924348,0.029722724692236715,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,interior_train_000007,False
8,interior_train,normal,interior_train,train,0,0.64728276153342101,0.06927722225578542,0.15813328711363803,0.062166768201555374,0.1135553300615392,4.1109349878435157,0.035618312289418017,0.41894585762850811,0.02316232054410132,0.036907455377148402,True,True,0.5639353425600826,0.25051735268377096,0.0044012001616136141,0.99559879983838639,0.28984537458661885,0.14075586845624355,False,False,False,False,False,True,,,interior_train_000008,True
9,interior_train,normal,interior_train,train,0,0.53678358609256072,0.10747602119345731,0.18817889195741691,-0.10749381942426738,0.11939896634687541,4.9865283935637859,0.019692612492461146,0.2559057324727298,-0.10618270026576883,0.015024900456261057,True,True,0.53033555906698104,0.49987076482832771,0.022829687050147107,0.9771703129498529,0.3723635822151653,0.052519759904278457,False,False,False,False,False,True,,,interior_train_000009,True
10,interior_train,normal,interior_train,train,0,1.3014695812076706,0.040066103438078968,0.086435459470126347,-0.67420244343652413,0.1077228496525534,5.9657671169820956,0.010873613258996419,0.16254202082510111,0.070582707283969107,0.047013565299378619,True,True,0.86630206458531389,0.66162766392814198,0.459530853303314,0.540469146696686,0.39031778542045403,0.044816228580789992,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,interior_train_000010,False
11,interior_train,normal,interior_train,train,0,1.3153840766581575,0.051802228299732869,0.1612213719855165,-0.62493522924394329,0.062240751589894242,2.7447293240799935,0.069979324299837511,0.2783474379210914,0.19745126365440108,0.015217220089956879,True,True,0.67964487446756816,0.66432864505376354,0.42953104226889977,0.57046895773110018,0.11961048095580218,0.053295242298213225,False,False,False,False,False,True,,,interior_train_000011,True
12,interior_train,normal,interior_train,train,0,1.2345029598333055,0.085795286722412628,0.25936855674798592,0.10165371623173397,0.060596147702723688,4.7057818602502319,0.065666094069907546,0.52295868836451542,-0.04703328121631907,0.044452525147229381,True,True,0.51793781075376988,0.38646366620283151,0.012545607565695246,0.98745439243430477,0.2904835899930483,0.17117953688398943,False,False,False,False,False,True,,,interior_train_000012,True
13,interior_train,normal,interior_train,train,0,0.57931272040289539,0.11933731382369228,0.22360308918958505,-0.38724162348599084,0.1471660592238693,4.6959185866273598,0.039228167254564517,0.41995997324308049,-0.12628230488505224,0.094258613142641084,True,True,0.46885310615274628,0.35253556315031126,0.16590329548714716,0.83409670451285289,0.3444858465459803,0.17942804081454078,False,False,False,False,False,True,,,interior_train_000013,True
14,interior_train,normal,interior_train,validation,0,0.7945885822766876,0.09134499125189724,0.1116581379331188,-0.40318993314454266,0.12496213800850654,4.6307939797393507,0.07139527693660315,0.51659185016678,-0.458802664954438,0.027789488568126814,True,True,0.84181351927182446,0.42491775397373044,0.37306200755839503,0.62693799244160497,0.32102137217260784,0.10398987325857587,False,False,False,False,False,True,,,interior_train_000014,True
15,interior_train,normal,interior_train,validation,0,1.3001315394406303,0.026834158325848796,0.16361711165772097,0.028860855901911092,0.04600339452529275,4.5088185035632939,0.067001603715441269,0.50085385800223137,0.049085885437881636,0.06623252269766694,True,True,0.445436581688268,0.41324045748434535,0.0032423731526117169,0.99675762684738833,0.26850936938264969,0.089119013574893047,False,False,False,False,False,True,,,interior_train_000015,True
16,interior_train,normal,interior_train,validation,0,0.33103500587300322,0.088400016552772021,0.18887025093540108,-0.66739403453326784,0.13059377726077603,1.8046103928962127,0.043801978736699915,0.14666571447700805,-0.054379656841917173,0.069529025930083074,True,True,0.24262502976425349,0.76046090247463094,0.44837194440883738,0.55162805559116257,0.12331174786805102,0.094759675235456878,False,False,False,False,False,True,,,interior_train_000016,True
17,interior_train,normal,interior_train,test,0,0.99481426607442103,0.10787142205652475,0.192657127754324,-0.66446667167899376,0.13784008392676728,5.5006805760837993,0.016799314533474018,0.13085350836072893,0.29698025793347232,0.061711774093129619,True,True,0.70511919604635132,0.83041682641841885,0.52971323137439141,0.47028676862560859,0.37705994226019907,0.07474401279532332,False,False,False,False,False,True,,,interior_train_000017,True
18,interior_train,normal,interior_train,test,0,1.3410001160125498,0.095411211196143542,0.15325602419924861,-0.27769073016863882,0.059582432481077377,3.6514311238523485,0.059396084186158167,0.47161367161434703,0.33520951306367719,0.021679973150153069,True,True,0.83186066452230001,0.32207882506616331,0.18947755926997933,0.81052244073002067,0.19334150693220073,0.079354730444165592,False,False,False,False,False,True,,,interior_train_000018,True
19,interior_train,normal,interior_train,test,0,0.43159901364184439,0.077972179999557134,0.19413607397983135,0.050697223221430256,0.083151490772907788,3.2671583507790114,0.061452858811518934,0.43426574975033405,-0.098265983306812452,0.021343942560140279,True,True,0.28207847128854457,0.3608736826570581,0.012226411917618271,0.98777358808238169,0.23728530017884245,0.077999768387662413,False,False,False,False,False,True,,,interior_train_000019,True
20,interior_train,normal,interior_train,train,0,0.640270778342236,0.10246150672101637,0.094855411978732179,0.14117099119846585,0.070205598344600592,2.4304503592557212,0.056935301894467168,0.41565790915336742,-0.019724979095227795,0.033219597995229215,True,True,0.87165039276236145,0.2313210124868374,0.020318323556264496,0.97968167644373549,0.14980582267058454,0.09030694671229364,False,False,False,False,False,True,,,interior_train_000020,True
21,interior_train,normal,interior_train,train,0,0.71770653259492634,0.032487667430025839,0.1200757296588557,0.11537732731296331,0.028767531880365613,4.2808559099716632,0.052711717553207027,0.4454459661846395,0.13584725328842068,0.051604628904633784,True,True,0.5276707786678585,0.38921168954276536,0.031766403883890994,0.96823359611610904,0.29817149601478971,0.080567904679205465,False,False,False,False,False,True,,,interior_train_000021,True
22,interior_train,normal,interior_train,train,0,1.3813003969205673,0.059919097334327862,0.12994739224333987,-0.066236867115424619,0.070240925218063771,5.8009573321043959,0.034636825597790133,0.21406359976220032,-0.47941995329594267,0.089807930486185461,True,True,0.81486208423384432,0.79528430789346816,0.23423081418355027,0.7657691858164497,0.36984576863463003,0.12557526858627122,False,False,False,False,False,True,,,interior_train_000022,True
23,interior_train,normal,interior_train,train,0,0.71195828436611897,0.11792956364482071,0.23949459458219585,-0.69095413909833447,0.072785118941135929,1.7813329434144225,0.03127905057079592,0.18101822542361468,-0.14793804535068156,0.048105481854777081,True,True,0.49078672824602132,0.54553956826497274,0.49930328759930087,0.50069671240069913,0.089487419167222054,0.11773794342716699,False,False,False,False,False,False,ordinary_training_margin_policy,ordinary_training_margin_policy,interior_train_000023,False
