candidate_key,distribution,split,kappa_slow,theta_slow,sigma_slow,rho_slow,v0_slow,kappa_fast,theta_fast,sigma_fast,rho_fast,v0_fast,parameter_vector_hash
interior_train_000000,interior_train,train,0.45794598568811939,0.05297821442199753,0.14768669633853584,-0.51547677505749989,0.10230494777251696,3.5569341043618929,0.019756949531882874,0.10255765360434538,0.33874079932314755,0.042440854389833214,77336bcbb77d3896575859b4c151ff546d8c4d85ce0a15d68fc3b97b7bfa8588
interior_train_000001,interior_train,train,1.2313661602719082,0.10655325040900906,0.22330930379658823,-0.66048296938035655,0.079305765148640239,4.6117611219269943,0.078848727427005744,0.38975593535904618,0.065051894547778419,0.070633216352984196,618681b1a0651309268ec9de28408f16e139d403833a946ff4795f7f78c97171
interior_train_000002,interior_train,train,0.51779716339652604,0.11077476392559624,0.26729311456219146,0.11114386219838987,0.061277137834598677,5.9812545795319618,0.024769062844929288,0.22106488776767697,-0.22950468602333529,0.024872344423594234,eae4df2ea352b1fbe2d38fcf3190f0ab93cf5488f0b8ba62bf44dba7efb3f624
interior_train_000004,interior_train,train,0.90055620619707333,0.081786485467549103,0.24701948968875037,-0.3420792694555011,0.071704481365968978,4.8849825456652827,0.039695996087681373,0.22537756535877126,0.29553750944649199,0.048493230232407432,affee5c97fc3635353ef4790efa20b109252bb0a311fd8a4660f342f777592a5
interior_train_000005,interior_train,train,0.82545195252115411,0.029033196034829345,0.064532247747087337,-0.040360018572752933,0.14400780587805012,2.3444862783944367,0.038387661101902122,0.297170299019197,-0.22441689534709475,0.081478982894888807,e02058737957b1d9a849ef1acadeb9739fa4e14da7d253b694a20b393557e524
interior_train_000007,interior_train,train,1.0109980678292709,0.042084432368390573,0.1543437876589753,0.17165112650717373,0.07772194854723144,5.969016754062423,0.033578081637649096,0.45952498474901488,-0.30628468892778077,0.088653196582844984,175605f7172597cd593a1dbba0d42fcc8e540fd49fe12fb34eac18b23a4d22c4
interior_train_000008,interior_train,train,0.76271339184375564,0.095503143518864353,0.19126450457359798,-0.24141729882379254,0.11620944387151359,2.6700543688692679,0.079857972332638139,0.23718966135753253,-0.52600726379880958,0.059580388636814315,68d2028197973c6af040840fa415ea5f747b0e5aefa47f302fdf263ceb6ffb18
interior_train_000009,interior_train,train,0.40735220911953474,0.074796100398970167,0.063608192273511707,-0.33324334113622489,0.10892649295551564,4.4083510431160633,0.073349219102708391,0.54142372863945953,-0.23622924428464126,0.025823372808457541,7a25709c6324186e03d6fdff9b933d7be5244c6f43f5b50d791ccf630c970d4f
interior_train_000010,interior_train,train,0.99439829783477451,0.091202054079821265,0.19423341305492975,-0.30988006188831568,0.070947528418680753,5.8083074635450362,0.013932384737273542,0.18192986361347577,-0.017130019068871013,0.091120083679958275,1f9e57ee1e052669b117f86884d1bd42c2a98208df39dcd5ef3e164879787207
interior_train_000011,interior_train,train,0.55125137270890934,0.029278836526798174,0.1168475477657164,0.14920810864781622,0.084613889378370416,4.2920499604750946,0.01694601665098066,0.27006992909932764,-0.44140589724958013,0.067824231910221716,0015c27d80626a8e63be2f33edca97971f7f38d822ef166e63b2703daecc2408
interior_train_000013,interior_train,train,0.56086610042288287,0.079101683476130627,0.092094872844545927,-0.20860872954528911,0.13195908658606278,5.0701613823226586,0.052969575709922008,0.32044556138292285,-0.22215939200127374,0.056571596528136106,ad38547575154ed8a1dfdaf457f950bbb062bea50c9d0d9b21bce645911bb5a4
interior_train_000015,interior_train,train,0.38569748875415899,0.041416539168498315,0.075123077251322834,-0.1392489491653694,0.10758882350593159,4.9074897136041145,0.01190575318032403,0.1254435570649664,-0.35853026562460177,0.038728483063419923,ccc9fa0b0fb1a0f90e9b442405eefaddeff2d9496052b7a831c8bdf48c409b4f
interior_train_000016,interior_train,train,0.49095722205213854,0.11360591501238251,0.22273631270604649,-0.32295679847712594,0.13492352652611028,2.8179886337893691,0.024424097948465655,0.1438149094715036,-0.58253582048190911,0.0724145529397279,e313a2adff1124bd45cd4aab9b1e581ddcf6585c22e5c037476b85524ad996ce
