date,url,file,status,sha256,bytes,error
2026-08-24,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260824_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260824_F_0000.csv.zip,downloaded,922d768844e8cce6a8e820606022b512e4f99f6a40a9df974c658290f31949ff,1216094,
2026-08-25,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260825_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260825_F_0000.csv.zip,downloaded,398f2636d757c8fbdc9182ef2eb2be290afd6e9950cdbad6841e618846463837,1189527,
2026-08-26,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260826_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260826_F_0000.csv.zip,downloaded,254e419b0101eb26f8916314286f57b285d866b5228f9c5f3be2bd0eb90c894d,934974,
2026-08-27,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260827_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260827_F_0000.csv.zip,downloaded,db31cbb3247a5a9ace5081088f7ea34d96373b7a99e5f8ddbf24d6d3282df2b7,895366,
2026-08-28,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260828_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260828_F_0000.csv.zip,downloaded,33a1708ceba84a807e2b6e7bcf6b94e385ab0f65658eb99578eda92e735a88b5,914655,
2026-08-31,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260831_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260831_F_0000.csv.zip,downloaded,1e435806057655142a50ce380d74dca174e26be98bfec625f8ded211e62c78b1,943658,
2026-09-01,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260901_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260901_F_0000.csv.zip,downloaded,328cfdef6953b86b56c40b28f4b9677e8e4701f5027d00daa6b1d1708b64fa63,970128,
2026-09-02,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260902_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260902_F_0000.csv.zip,downloaded,cd5ce2d2aec05a9c97aafa726a72fd91a7bc16412fc7277c1ac183b92b3cc73c,983008,
2026-09-03,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260903_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260903_F_0000.csv.zip,downloaded,6157cbff5800f56c4c8ae0c1d1a88ca260ab1ab5c768288701f007dc50eae8b0,987371,
2026-09-04,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260904_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260904_F_0000.csv.zip,downloaded,9e92b9e9f91b5951213b854e123edbdbb461a111adcf442d7fee1b341f2f3312,996218,
2026-09-07,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260907_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260907_F_0000.csv.zip,downloaded,d798b16fe2a330622d4b987cae07d99ab26a1937fc224a1de4bd56e919756c0c,1005021,
2026-09-08,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260908_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260908_F_0000.csv.zip,downloaded,d38a5676585ad9ef44ffd21cdd599404bdb0768b7d3c5ed967fe1f3256ef0feb,1013779,
2026-09-09,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260909_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260909_F_0000.csv.zip,downloaded,50826bed50da889b90b208c9b6368d3768c0eabb416178b176f064d3f93de3f5,1028737,
2026-09-10,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260910_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260910_F_0000.csv.zip,downloaded,ef39a7fefc5e6de6ad76334bdd96020c7c96d507cd0be0ec479c5590d7d057b1,1037169,
2026-09-11,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260911_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260911_F_0000.csv.zip,downloaded,532f111f183057b70433da2f7497a73a85da7a93c0a6230dbd898e9fef3463a2,1071973,
2026-09-14,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260914_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260914_F_0000.csv.zip,http_404,,0,HTTP Error 404: Not Found
2026-09-15,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260915_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260915_F_0000.csv.zip,downloaded,a45f7cad1a76fc2b289c079aa41d181788a9e23efe3b000b95ecc25e11b37231,1097093,
2026-09-16,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260916_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260916_F_0000.csv.zip,downloaded,a787e7c68763f27a24749f60c805ece2f465886386a9b897a8a96b326d27c5b6,1121793,
2026-08-04,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260804_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260804_F_0000.csv.zip,downloaded,66680e99150aa568e18927d78164dc9caefdb4cbfb92efb081c98188c1c978a9,1026119,
2026-08-05,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260805_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260805_F_0000.csv.zip,downloaded,4b6554d42fb40f33187272cc6f42ccbf86e320c77ccc69cb599ee28eb81ffa25,1035627,
2026-08-06,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260806_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260806_F_0000.csv.zip,downloaded,2525a6549c47e64e305baa6cc42c14685321ffb05f50728dddf55dcacec1daf2,1043539,
2026-08-07,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260807_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260807_F_0000.csv.zip,downloaded,a5ca8f06fd69554ea123134fc823a8a868ccca454d286727c22290dc37daac82,1057426,
2026-08-10,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260810_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260810_F_0000.csv.zip,downloaded,8a97db352122ce75dc7cf4b1d2ffccfb7e15bab3d5e827c04519e9fa11349e05,1072115,
2026-08-11,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260811_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260811_F_0000.csv.zip,downloaded,0c4cff21f0e20e9a1aa0e27894597ff40e287ed3000567880abbc0f6775bc5c1,1083379,
2026-08-12,https://nsearchives.nseindia.com/content/fo/BhavCopy_NSE_FO_0_0_0_20260812_F_0000.csv.zip,raw/nse_fo_bhavcopies/2026/BhavCopy_NSE_FO_0_0_0_20260812_F_0000.csv.zip,downloaded,a93fa82a1b43c48cc646eeaa369aee438ab3cb2ca437d7ebb6f2fbd9603ccf91,1106101,
